# 时间戳(ms),丢包率(%)
4555500,0.117
4555600,0.117
4555700,0.117
4555800,0.117
4555900,0.117
4556000,0.117
4556100,0.117
4556200,0.117
4556300,0.117
4556400,0.117
4556500,0.117
4556600,0.117
4556700,0.117
4556800,0.117
4556900,0.117
4557000,0.117
4557100,0.117
4557200,0.117
4557300,0.117
4557400,0.117
4557500,0.117
4557600,0.117
4557700,0.117
4557800,0.117
4557900,0.117
4558000,0.117
4558100,0.117
4558200,0.117
4558300,0.117
4558400,0.117
4558500,0.117
4558600,0.117
4558700,0.117
4558800,0.117
4558900,0.117
4559000,0.117
4559100,0.117
4559200,0.117
4559300,0.117
4559400,0.117
4559500,0.117
4559600,0.117
4559700,0.117
4559800,0.117
4559900,0.117
4560000,0.117
4560100,0.117
4560200,0.117
4560300,0.117
4560400,0.117
4560500,0.117
4560600,0.117
4560700,0.117
4560800,0.117
4560900,0.117
4561000,0.117
4561100,0.117
4561200,0.117
4561300,0.117
4561400,0.117
4561500,0.117
4561600,0.117
4561700,0.117
4561800,0.117
4561900,0.117
4562000,0.117
4562100,0.117
4562200,0.117
4562300,0.117
4562400,0.117
4562500,0.117
4562600,0.117
4562700,0.117
4562800,0.117
4562900,0.117
4563000,0.087
4563100,0.087
4563200,0.087
4563300,0.087
4563400,0.087
4563500,0.087
4563600,0.087
4563700,0.087
4563800,0.087
4563900,0.087
4564000,0.087
4564100,0.087
4564200,0.087
4564300,0.087
4564400,0.087
4564500,0.087
4564600,0.087
4564700,0.087
4564800,0.087
4564900,0.087
4565000,0.087
4565100,0.087
4565200,0.087
4565300,0.087
4565400,0.087
4565500,0.087
4565600,0.087
4565700,0.087
4565800,0.087
4565900,0.087
4566000,0.087
4566100,0.087
4566200,0.087
4566300,0.087
4566400,0.087
4566500,0.087
4566600,0.087
4566700,0.087
4566800,0.087
4566900,0.087
4567000,0.087
4567100,0.087
4567200,0.087
4567300,0.087
4567400,0.087
4567500,0.087
4567600,0.087
4567700,0.087
4567800,0.087
4567900,0.087
4568000,0.087
4568100,0.087
4568200,0.087
4568300,0.087
4568400,0.087
4568500,0.087
4568600,0.087
4568700,0.087
4568800,0.087
4568900,0.087
4569000,0.087
4569100,0.087
4569200,0.087
4569300,0.087
4569400,0.087
4569500,0.087
4569600,0.087
4569700,0.087
4569800,0.087
4569900,0.087
4570000,0.087
4570100,0.087
4570200,0.087
4570300,0.087
4570400,0.087
4570500,0.087
4570600,0.087
4570700,0.087
4570800,0.087
4570900,0.087
4571000,0.087
4571100,0.087
4571200,0.087
4571300,0.087
4571400,0.087
4571500,0.087
4571600,0.087
4571700,0.087
4571800,0.087
4571900,0.087
4572000,0.087
4572100,0.087
4572200,0.087
4572300,0.087
4572400,0.087
4572500,0.087
4572600,0.087
4572700,0.087
4572800,0.087
4572900,0.087
4573000,0.087
4573100,0.087
4573200,0.087
4573300,0.087
4573400,0.087
4573500,0.087
4573600,0.087
4573700,0.087
4573800,0.087
4573900,0.087
4574000,0.087
4574100,0.087
4574200,0.087
4574300,0.087
4574400,0.087
4574500,0.087
4574600,0.087
4574700,0.087
4574800,0.087
4574900,0.087
4575000,0.087
4575100,0.087
4575200,0.087
4575300,0.087
4575400,0.087
4575500,0.087
4575600,0.087
4575700,0.087
4575800,0.087
4575900,0.087
4576000,0.087
4576100,0.087
4576200,0.087
4576300,0.087
4576400,0.087
4576500,0.087
4576600,0.087
4576700,0.087
4576800,0.087
4576900,0.087
4577000,0.087
4577100,0.087
4577200,0.087
4577300,0.087
4577400,0.087
4577500,0.087
4577600,0.087
4577700,0.087
4577800,0.087
4577900,0.087
4578000,0.087
4578100,0.087
4578200,0.087
4578300,0.087
4578400,0.087
4578500,0.087
4578600,0.087
4578700,0.087
4578800,0.087
4578900,0.087
4579000,0.087
4579100,0.087
4579200,0.087
4579300,0.087
4579400,0.087
4579500,0.087
4579600,0.087
4579700,0.087
4579800,0.087
4579900,0.087
4580000,0.087
4580100,0.087
4580200,0.087
4580300,0.087
4580400,0.087
4580500,0.087
4580600,0.087
4580700,0.087
4580800,0.087
4580900,0.087
4581000,0.087
4581100,0.087
4581200,0.087
4581300,0.087
4581400,0.087
4581500,0.087
4581600,0.087
4581700,0.087
4581800,0.087
4581900,0.087
4582000,0.087
4582100,0.087
4582200,0.087
4582300,0.087
4582400,0.087
4582500,0.087
4582600,0.087
4582700,0.087
4582800,0.087
4582900,0.087
4583000,0.087
4583100,0.087
4583200,0.087
4583300,0.087
4583400,0.087
4583500,0.087
4583600,0.087
4583700,0.087
4583800,0.087
4583900,0.087
4584000,0.087
4584100,0.087
4584200,0.087
4584300,0.087
4584400,0.087
4584500,0.087
4584600,0.087
4584700,0.087
4584800,0.087
4584900,0.087
4585000,0.087
4585100,0.087
4585200,0.087
4585300,0.087
4585400,0.087
4585500,0.087
4585600,0.087
4585700,0.087
4585800,0.087
4585900,0.087
4586000,0.087
4586100,0.087
4586200,0.087
4586300,0.087
4586400,0.087
4586500,0.087
4586600,0.087
4586700,0.087
4586800,0.087
4586900,0.087
4587000,0.087
4587100,0.087
4587200,0.087
4587300,0.087
4587400,0.087
4587500,0.087
4587600,0.087
4587700,0.087
4587800,0.087
4587900,0.087
4588000,0.087
4588100,0.087
4588200,0.087
4588300,0.087
4588400,0.087
4588500,0.087
4588600,0.087
4588700,0.087
4588800,0.087
4588900,0.087
4589000,0.087
4589100,0.087
4589200,0.087
4589300,0.087
4589400,0.087
4589500,0.087
4589600,0.087
4589700,0.087
4589800,0.087
4589900,0.087
4590000,0.087
4590100,0.087
4590200,0.087
4590300,0.087
4590400,0.087
4590500,0.087
4590600,0.087
4590700,0.087
4590800,0.087
4590900,0.087
4591000,0.087
4591100,0.087
4591200,0.087
4591300,0.087
4591400,0.087
4591500,0.087
4591600,0.087
4591700,0.087
4591800,0.087
4591900,0.087
4592000,0.087
4592100,0.087
4592200,0.087
4592300,0.087
4592400,0.087
4592500,0.087
4592600,0.087
4592700,0.087
4592800,0.087
4592900,0.087
4593000,0.087
4593100,0.087
4593200,0.087
4593300,0.087
4593400,0.087
4593500,0.087
4593600,0.087
4593700,0.087
4593800,0.087
4593900,0.087
4594000,0.087
4594100,0.087
4594200,0.087
4594300,0.087
4594400,0.087
4594500,0.087
4594600,0.087
4594700,0.087
4594800,0.087
4594900,0.087
4595000,0.087
4595100,0.087
4595200,0.087
4595300,0.087
4595400,0.087
4595500,0.087
4595600,0.087
4595700,0.087
4595800,0.087
4595900,0.087
4596000,0.087
4596100,0.087
4596200,0.087
4596300,0.087
4596400,0.087
4596500,0.087
4596600,0.087
4596700,0.087
4596800,0.087
4596900,0.087
4597000,0.087
4597100,0.087
4597200,0.087
4597300,0.087
4597400,0.087
4597500,0.087
4597600,0.087
4597700,0.087
4597800,0.087
4597900,0.087
4598000,0.087
4598100,0.087
4598200,0.087
4598300,0.087
4598400,0.087
4598500,0.087
4598600,0.087
4598700,0.087
4598800,0.087
4598900,0.087
4599000,0.087
4599100,0.087
4599200,0.087
4599300,0.087
4599400,0.087
4599500,0.087
4599600,0.087
4599700,0.087
4599800,0.087
4599900,0.087
4600000,0.087
4600100,0.087
4600200,0.087
4600300,0.087
4600400,0.087
4600500,0.087
4600600,0.087
4600700,0.087
4600800,0.087
4600900,0.087
4601000,0.087
4601100,0.087
4601200,0.087
4601300,0.087
4601400,0.087
4601500,0.087
4601600,0.087
4601700,0.087
4601800,0.087
4601900,0.087
4602000,0.087
4602100,0.087
4602200,0.087
4602300,0.087
4602400,0.087
4602500,0.087
4602600,0.087
4602700,0.087
4602800,0.087
4602900,0.087
4603000,0.087
4603100,0.087
4603200,0.087
4603300,0.087
4603400,0.087
4603500,0.087
4603600,0.087
4603700,0.087
4603800,0.087
4603900,0.087
4604000,0.087
4604100,0.087
4604200,0.087
4604300,0.087
4604400,0.087
4604500,0.087
4604600,0.087
4604700,0.087
4604800,0.087
4604900,0.087
4605000,0.087
4605100,0.087
4605200,0.087
4605300,0.087
4605400,0.087
4605500,0.087
4605600,0.087
4605700,0.087
4605800,0.087
4605900,0.087
4606000,0.087
4606100,0.087
4606200,0.087
4606300,0.087
4606400,0.087
4606500,0.087
4606600,0.087
4606700,0.087
4606800,0.087
4606900,0.087
4607000,0.087
4607100,0.087
4607200,0.087
4607300,0.087
4607400,0.087
4607500,0.087
4607600,0.087
4607700,0.087
4607800,0.087
4607900,0.087
4608000,0.087
4608100,0.087
4608200,0.087
4608300,0.087
4608400,0.087
4608500,0.087
4608600,0.087
4608700,0.087
4608800,0.087
4608900,0.087
4609000,0.087
4609100,0.087
4609200,0.087
4609300,0.087
4609400,0.087
4609500,0.087
4609600,0.087
4609700,0.087
4609800,0.087
4609900,0.087
4610000,0.087
4610100,0.087
4610200,0.087
4610300,0.087
4610400,0.087
4610500,0.087
4610600,0.087
4610700,0.087
4610800,0.087
4610900,0.087
4611000,0.087
4611100,0.087
4611200,0.087
4611300,0.087
4611400,0.087
4611500,0.087
4611600,0.087
4611700,0.087
4611800,0.087
4611900,0.087
4612000,0.087
4612100,0.087
4612200,0.087
4612300,0.087
4612400,0.087
4612500,0.087
4612600,0.087
4612700,0.087
4612800,0.087
4612900,0.087
4613000,0.087
4613100,0.087
4613200,0.087
4613300,0.087
4613400,0.087
4613500,0.087
4613600,0.087
4613700,0.087
4613800,0.087
4613900,0.087
4614000,0.087
4614100,0.087
4614200,0.087
4614300,0.087
4614400,0.087
4614500,0.087
4614600,0.087
4614700,0.087
4614800,0.087
4614900,0.087
4615000,0.087
4615100,0.087
4615200,0.087
4615300,0.087
4615400,0.087
4615500,0.087
4615600,0.087
4615700,0.087
4615800,0.087
4615900,0.087
4616000,0.087
4616100,0.087
4616200,0.087
4616300,0.087
4616400,0.087
4616500,0.087
4616600,0.087
4616700,0.087
4616800,0.087
4616900,0.087
4617000,0.087
4617100,0.087
4617200,0.087
4617300,0.087
4617400,0.087
4617500,0.087
4617600,0.087
4617700,0.087
4617800,0.087
4617900,0.087
4618000,0.087
4618100,0.087
4618200,0.087
4618300,0.087
4618400,0.087
4618500,0.087
4618600,0.087
4618700,0.087
4618800,0.087
4618900,0.087
4619000,0.087
4619100,0.087
4619200,0.087
4619300,0.087
4619400,0.087
4619500,0.087
4619600,0.087
4619700,0.087
4619800,0.087
4619900,0.087
4620000,0.087
4620100,0.087
4620200,0.087
4620300,0.087
4620400,0.087
4620500,0.087
4620600,0.087
4620700,0.087
4620800,0.087
4620900,0.087
4621000,0.087
4621100,0.087
4621200,0.087
4621300,0.087
4621400,0.087
4621500,0.087
4621600,0.087
4621700,0.087
4621800,0.087
4621900,0.087
4622000,0.087
4622100,0.087
4622200,0.087
4622300,0.087
4622400,0.087
4622500,0.087
4622600,0.087
4622700,0.087
4622800,0.087
4622900,0.087
4623000,0.087
4623100,0.087
4623200,0.087
4623300,0.087
4623400,0.087
4623500,0.087
4623600,0.087
4623700,0.087
4623800,0.087
4623900,0.087
4624000,0.087
4624100,0.087
4624200,0.087
4624300,0.087
4624400,0.087
4624500,0.087
4624600,0.087
4624700,0.087
4624800,0.087
4624900,0.087
4625000,0.087
4625100,0.087
4625200,0.087
4625300,0.087
4625400,0.087
4625500,0.087
4625600,0.087
4625700,0.087
4625800,0.087
4625900,0.087
4626000,0.087
4626100,0.087
4626200,0.087
4626300,0.087
4626400,0.087
4626500,0.087
4626600,0.087
4626700,0.087
4626800,0.087
4626900,0.087
4627000,0.087
4627100,0.087
4627200,0.087
4627300,0.087
4627400,0.087
4627500,0.087
4627600,0.087
4627700,0.087
4627800,0.087
4627900,0.087
4628000,0.087
4628100,0.087
4628200,0.087
4628300,0.087
4628400,0.087
4628500,0.087
4628600,0.087
4628700,0.087
4628800,0.087
4628900,0.087
4629000,0.087
4629100,0.087
4629200,0.087
4629300,0.087
4629400,0.087
4629500,0.087
4629600,0.087
4629700,0.087
4629800,0.087
4629900,0.087
4630000,0.087
4630100,0.087
4630200,0.087
4630300,0.087
4630400,0.087
4630500,0.087
4630600,0.087
4630700,0.087
4630800,0.087
4630900,0.087
4631000,0.087
4631100,0.087
4631200,0.087
4631300,0.087
4631400,0.087
4631500,0.087
4631600,0.087
4631700,0.087
4631800,0.087
4631900,0.087
4632000,0.087
4632100,0.087
4632200,0.087
4632300,0.087
4632400,0.087
4632500,0.087
4632600,0.087
4632700,0.087
4632800,0.087
4632900,0.087
4633000,0.087
4633100,0.087
4633200,0.087
4633300,0.087
4633400,0.087
4633500,0.087
4633600,0.087
4633700,0.087
4633800,0.087
4633900,0.087
4634000,0.087
4634100,0.087
4634200,0.087
4634300,0.087
4634400,0.087
4634500,0.087
4634600,0.087
4634700,0.087
4634800,0.087
4634900,0.087
4635000,0.000
4635100,0.000
4635200,0.000
4635300,0.000
4635400,0.000
4635500,0.000
4635600,0.000
4635700,0.000
4635800,0.000
4635900,0.000
4636000,0.000
4636100,0.000
4636200,0.000
4636300,0.000
4636400,0.000
4636500,0.000
4636600,0.000
4636700,0.000
4636800,0.000
4636900,0.000
4637000,0.000
4637100,0.000
4637200,0.000
4637300,0.000
4637400,0.000
4637500,0.000
4637600,0.000
4637700,0.000
4637800,0.000
4637900,0.000
4638000,0.000
4638100,0.000
4638200,0.000
4638300,0.000
4638400,0.000
4638500,0.000
4638600,0.000
4638700,0.000
4638800,0.000
4638900,0.000
4639000,0.000
4639100,0.000
4639200,0.000
4639300,0.000
4639400,0.000
4639500,0.000
4639600,0.000
4639700,0.000
4639800,0.000
4639900,0.000
4640000,0.000
4640100,0.000
4640200,0.000
4640300,0.000
4640400,0.000
4640500,0.000
4640600,0.000
4640700,0.000
4640800,0.000
4640900,0.000
4641000,0.000
4641100,0.000
4641200,0.000
4641300,0.000
4641400,0.000
4641500,0.000
4641600,0.000
4641700,0.000
4641800,0.000
4641900,0.000
4642000,0.000
4642100,0.000
4642200,0.000
4642300,0.000
4642400,0.000
4642500,0.000
4642600,0.000
4642700,0.000
4642800,0.000
4642900,0.000
4643000,0.000
4643100,0.000
4643200,0.000
4643300,0.000
4643400,0.000
4643500,0.000
4643600,0.000
4643700,0.000
4643800,0.000
4643900,0.000
4644000,0.000
4644100,0.000
4644200,0.000
4644300,0.000
4644400,0.000
4644500,0.000
4644600,0.000
4644700,0.000
4644800,0.000
4644900,0.000
4645000,0.000
4645100,0.000
4645200,0.000
4645300,0.000
4645400,0.000
4645500,0.000
4645600,0.000
4645700,0.000
4645800,0.000
4645900,0.000
4646000,0.000
4646100,0.000
4646200,0.000
4646300,0.000
4646400,0.000
4646500,0.000
4646600,0.000
4646700,0.000
4646800,0.000
4646900,0.000
4647000,0.000
4647100,0.000
4647200,0.000
4647300,0.000
4647400,0.000
4647500,0.000
4647600,0.000
4647700,0.000
4647800,0.000
4647900,0.000
4648000,0.000
4648100,0.000
4648200,0.000
4648300,0.000
4648400,0.000
4648500,0.000
4648600,0.000
4648700,0.000
4648800,0.000
4648900,0.000
4649000,0.000
4649100,0.000
4649200,0.000
4649300,0.000
4649400,0.000
4649500,0.000
4649600,0.000
4649700,0.000
4649800,0.000
4649900,0.000
4650000,0.000
4650100,0.000
4650200,0.000
4650300,0.000
4650400,0.000
4650500,0.000
4650600,0.000
4650700,0.000
4650800,0.000
4650900,0.000
4651000,0.000
4651100,0.000
4651200,0.000
4651300,0.000
4651400,0.000
4651500,0.000
4651600,0.000
4651700,0.000
4651800,0.000
4651900,0.000
4652000,0.000
4652100,0.000
4652200,0.000
4652300,0.000
4652400,0.000
4652500,0.000
4652600,0.000
4652700,0.000
4652800,0.000
4652900,0.000
4653000,0.000
4653100,0.000
4653200,0.000
4653300,0.000
4653400,0.000
4653500,0.000
4653600,0.000
4653700,0.000
4653800,0.000
4653900,0.000
4654000,0.000
4654100,0.000
4654200,0.000
4654300,0.000
4654400,0.000
4654500,0.000
4654600,0.000
4654700,0.000
4654800,0.000
4654900,0.000
4655000,0.000
4655100,0.000
4655200,0.000
4655300,0.000
4655400,0.000
4655500,0.000
4655600,0.000
4655700,0.000
4655800,0.000
4655900,0.000
4656000,0.000
4656100,0.000
4656200,0.000
4656300,0.000
4656400,0.000
4656500,0.000
4656600,0.000
4656700,0.000
4656800,0.000
4656900,0.000
4657000,0.000
4657100,0.000
4657200,0.000
4657300,0.000
4657400,0.000
4657500,0.000
4657600,0.000
4657700,0.000
4657800,0.000
4657900,0.000
4658000,0.000
4658100,0.000
4658200,0.000
4658300,0.000
4658400,0.000
4658500,0.000
4658600,0.000
4658700,0.000
4658800,0.000
4658900,0.000
4659000,0.000
4659100,0.000
4659200,0.000
4659300,0.000
4659400,0.000
4659500,0.000
4659600,0.000
4659700,0.000
4659800,0.000
4659900,0.000
4660000,0.000
4660100,0.000
4660200,0.000
4660300,0.000
4660400,0.000
4660500,0.000
4660600,0.000
4660700,0.000
4660800,0.000
4660900,0.000
4661000,0.000
4661100,0.000
4661200,0.000
4661300,0.000
4661400,0.000
4661500,0.000
4661600,0.000
4661700,0.000
4661800,0.000
4661900,0.000
4662000,0.000
4662100,0.000
4662200,0.000
4662300,0.000
4662400,0.000
4662500,0.000
4662600,0.000
4662700,0.000
4662800,0.000
4662900,0.000
4663000,0.000
4663100,0.000
4663200,0.000
4663300,0.000
4663400,0.000
4663500,0.000
4663600,0.000
4663700,0.000
4663800,0.000
4663900,0.000
4664000,0.000
4664100,0.000
4664200,0.000
4664300,0.000
4664400,0.000
4664500,0.000
4664600,0.000
4664700,0.000
4664800,0.000
4664900,0.000
4665000,0.000
4665100,0.000
4665200,0.000
4665300,0.000
4665400,0.000
4665500,0.000
4665600,0.000
4665700,0.000
4665800,0.000
4665900,0.000
4666000,0.000
4666100,0.000
4666200,0.000
4666300,0.000
4666400,0.000
4666500,0.000
4666600,0.000
4666700,0.000
4666800,0.000
4666900,0.000
4667000,0.000
4667100,0.000
4667200,0.000
4667300,0.000
4667400,0.000
4667500,0.000
4667600,0.000
4667700,0.000
4667800,0.000
4667900,0.000
4668000,0.000
4668100,0.000
4668200,0.000
4668300,0.000
4668400,0.000
4668500,0.000
4668600,0.000
4668700,0.000
4668800,0.000
4668900,0.000
4669000,0.000
4669100,0.000
4669200,0.000
4669300,0.000
4669400,0.000
4669500,0.000
4669600,0.000
4669700,0.000
4669800,0.000
4669900,0.000
4670000,0.000
4670100,0.000
4670200,0.000
4670300,0.000
4670400,0.000
4670500,0.000
4670600,0.000
4670700,0.000
4670800,0.000
4670900,0.000
4671000,0.000
4671100,0.000
4671200,0.000
4671300,0.000
4671400,0.000
4671500,0.000
4671600,0.000
4671700,0.000
4671800,0.000
4671900,0.000
4672000,0.000
4672100,0.000
4672200,0.000
4672300,0.000
4672400,0.000
4672500,0.000
4672600,0.000
4672700,0.000
4672800,0.000
4672900,0.000
4673000,0.000
4673100,0.000
4673200,0.000
4673300,0.000
4673400,0.000
4673500,0.000
4673600,0.000
4673700,0.000
4673800,0.000
4673900,0.000
4674000,0.000
4674100,0.000
4674200,0.000
4674300,0.000
4674400,0.000
4674500,0.000
4674600,0.000
4674700,0.000
4674800,0.000
4674900,0.000
4675000,0.000
4675100,0.000
4675200,0.000
4675300,0.000
4675400,0.000
4675500,0.000
4675600,0.000
4675700,0.000
4675800,0.000
4675900,0.000
4676000,0.000
4676100,0.000
4676200,0.000
4676300,0.000
4676400,0.000
4676500,0.000
4676600,0.000
4676700,0.000
4676800,0.000
4676900,0.000
4677000,0.000
4677100,0.000
4677200,0.000
4677300,0.000
4677400,0.000
4677500,0.000
4677600,0.000
4677700,0.000
4677800,0.000
4677900,0.000
4678000,0.000
4678100,0.000
4678200,0.000
4678300,0.000
4678400,0.000
4678500,0.000
4678600,0.000
4678700,0.000
4678800,0.000
4678900,0.000
4679000,0.000
4679100,0.000
4679200,0.000
4679300,0.000
4679400,0.000
4679500,0.000
4679600,0.000
4679700,0.000
4679800,0.000
4679900,0.000
4680000,0.000
4680100,0.000
4680200,0.000
4680300,0.000
4680400,0.000
4680500,0.000
4680600,0.000
4680700,0.000
4680800,0.000
4680900,0.000
4681000,0.000
4681100,0.000
4681200,0.000
4681300,0.000
4681400,0.000
4681500,0.000
4681600,0.000
4681700,0.000
4681800,0.000
4681900,0.000
4682000,0.000
4682100,0.000
4682200,0.000
4682300,0.000
4682400,0.000
4682500,0.000
4682600,0.000
4682700,0.000
4682800,0.000
4682900,0.000
4683000,0.000
4683100,0.000
4683200,0.000
4683300,0.000
4683400,0.000
4683500,0.000
4683600,0.000
4683700,0.000
4683800,0.000
4683900,0.000
4684000,0.000
4684100,0.000
4684200,0.000
4684300,0.000
4684400,0.000
4684500,0.000
4684600,0.000
4684700,0.000
4684800,0.000
4684900,0.000
4685000,0.000
4685100,0.000
4685200,0.000
4685300,0.000
4685400,0.000
4685500,0.000
4685600,0.000
4685700,0.000
4685800,0.000
4685900,0.000
4686000,0.000
4686100,0.000
4686200,0.000
4686300,0.000
4686400,0.000
4686500,0.000
4686600,0.000
4686700,0.000
4686800,0.000
4686900,0.000
4687000,0.000
4687100,0.000
4687200,0.000
4687300,0.000
4687400,0.000
4687500,0.000
4687600,0.000
4687700,0.000
4687800,0.000
4687900,0.000
4688000,0.000
4688100,0.000
4688200,0.000
4688300,0.000
4688400,0.000
4688500,0.000
4688600,0.000
4688700,0.000
4688800,0.000
4688900,0.000
4689000,0.000
4689100,0.000
4689200,0.000
4689300,0.000
4689400,0.000
4689500,0.000
4689600,0.000
4689700,0.000
4689800,0.000
4689900,0.000
4690000,0.000
4690100,0.000
4690200,0.000
4690300,0.000
4690400,0.000
4690500,0.000
4690600,0.000
4690700,0.000
4690800,0.000
4690900,0.000
4691000,0.000
4691100,0.000
4691200,0.000
4691300,0.000
4691400,0.000
4691500,0.000
4691600,0.000
4691700,0.000
4691800,0.000
4691900,0.000
4692000,0.000
4692100,0.000
4692200,0.000
4692300,0.000
4692400,0.000
4692500,0.000
4692600,0.000
4692700,0.000
4692800,0.000
4692900,0.000
4693000,0.000
4693100,0.000
4693200,0.000
4693300,0.000
4693400,0.000
4693500,0.000
4693600,0.000
4693700,0.000
4693800,0.000
4693900,0.000
4694000,0.000
4694100,0.000
4694200,0.000
4694300,0.000
4694400,0.000
4694500,0.000
4694600,0.000
4694700,0.000
4694800,0.000
4694900,0.000
4695000,0.000
4695100,0.000
4695200,0.000
4695300,0.000
4695400,0.000
4695500,0.000
4695600,0.000
4695700,0.000
4695800,0.000
4695900,0.000
4696000,0.000
4696100,0.000
4696200,0.000
4696300,0.000
4696400,0.000
4696500,0.000
4696600,0.000
4696700,0.000
4696800,0.000
4696900,0.000
4697000,0.000
4697100,0.000
4697200,0.000
4697300,0.000
4697400,0.000
4697500,0.000
4697600,0.000
4697700,0.000
4697800,0.000
4697900,0.000
4698000,0.000
4698100,0.000
4698200,0.000
4698300,0.000
4698400,0.000
4698500,0.000
4698600,0.000
4698700,0.000
4698800,0.000
4698900,0.000
4699000,0.000
4699100,0.000
4699200,0.000
4699300,0.000
4699400,0.000
4699500,0.000
4699600,0.000
4699700,0.077
4699800,0.077
4699900,0.077
4700000,0.077
4700100,0.077
4700200,0.077
4700300,0.077
4700400,0.077
4700500,0.077
4700600,0.077
4700700,0.077
4700800,0.077
4700900,0.077
4701000,0.077
4701100,0.077
4701200,0.077
4701300,0.077
4701400,0.077
4701500,0.077
4701600,0.077
4701700,0.077
4701800,0.077
4701900,0.077
4702000,0.077
4702100,0.077
4702200,0.077
4702300,0.077
4702400,0.077
4702500,0.077
4702600,0.077
4702700,0.077
4702800,0.077
4702900,0.077
4703000,0.077
4703100,0.077
4703200,0.077
4703300,0.077
4703400,0.077
4703500,0.077
4703600,0.077
4703700,0.077
4703800,0.077
4703900,0.077
4704000,0.077
4704100,0.077
4704200,0.077
4704300,0.077
4704400,0.077
4704500,0.077
4704600,0.077
4704700,0.077
4704800,0.077
4704900,0.077
4705000,0.077
4705100,0.077
4705200,0.077
4705300,0.077
4705400,0.077
4705500,0.077
4705600,0.077
4705700,0.077
4705800,0.077
4705900,0.077
4706000,0.077
4706100,0.077
4706200,0.077
4706300,0.077
4706400,0.077
4706500,0.077
4706600,0.077
4706700,0.077
4706800,0.077
4706900,0.077
4707000,0.077
4707100,0.077
4707200,0.077
4707300,0.077
4707400,0.077
4707500,0.077
4707600,0.077
4707700,0.077
4707800,0.077
4707900,0.077
4708000,0.077
4708100,0.077
4708200,0.077
4708300,0.077
4708400,0.077
4708500,0.077
4708600,0.077
4708700,0.077
4708800,0.077
4708900,0.077
4709000,0.077
4709100,0.077
4709200,0.077
4709300,0.077
4709400,0.077
4709500,0.077
4709600,0.077
4709700,0.077
4709800,0.077
4709900,0.077
4710000,0.077
4710100,0.077
4710200,0.077
4710300,0.077
4710400,0.077
4710500,0.077
4710600,0.077
4710700,0.077
4710800,0.077
4710900,0.077
4711000,0.077
4711100,0.077
4711200,0.077
4711300,0.077
4711400,0.077
4711500,0.077
4711600,0.077
4711700,0.077
4711800,0.077
4711900,0.077
4712000,0.077
4712100,0.077
4712200,0.077
4712300,0.077
4712400,0.077
4712500,0.077
4712600,0.077
4712700,0.077
4712800,0.077
4712900,0.077
4713000,0.077
4713100,0.077
4713200,0.077
4713300,0.077
4713400,0.077
4713500,0.077
4713600,0.077
4713700,0.077
4713800,0.077
4713900,0.077
4714000,0.077
4714100,0.077
4714200,0.077
4714300,0.077
4714400,0.077
4714500,0.077
4714600,0.077
4714700,0.077
4714800,0.077
4714900,0.077
4715000,0.077
4715100,0.077
4715200,0.077
4715300,0.077
4715400,0.077
4715500,0.077
4715600,0.077
4715700,0.077
4715800,0.077
4715900,0.077
4716000,0.077
4716100,0.077
4716200,0.077
4716300,0.077
4716400,0.077
4716500,0.077
4716600,0.077
4716700,0.077
4716800,0.077
4716900,0.077
4717000,0.077
4717100,0.077
4717200,0.077
4717300,0.077
4717400,0.077
4717500,0.077
4717600,0.077
4717700,0.077
4717800,0.077
4717900,0.077
4718000,0.077
4718100,0.077
4718200,0.077
4718300,0.077
4718400,0.077
4718500,0.077
4718600,0.077
4718700,0.077
4718800,0.077
4718900,0.077
4719000,0.077
4719100,0.077
4719200,0.077
4719300,0.077
4719400,0.077
4719500,0.077
4719600,0.077
4719700,0.077
4719800,0.077
4719900,0.077
4720000,0.077
4720100,0.077
4720200,0.077
4720300,0.077
4720400,0.077
4720500,0.077
4720600,0.077
4720700,0.077
4720800,0.077
4720900,0.077
4721000,0.077
4721100,0.077
4721200,0.077
4721300,0.077
4721400,0.077
4721500,0.077
4721600,0.077
4721700,0.077
4721800,0.077
4721900,0.077
4722000,0.077
4722100,0.077
4722200,0.077
4722300,0.077
4722400,0.077
4722500,0.077
4722600,0.077
4722700,0.077
4722800,0.077
4722900,0.077
4723000,0.077
4723100,0.077
4723200,0.077
4723300,0.077
4723400,0.077
4723500,0.077
4723600,0.077
4723700,0.077
4723800,0.077
4723900,0.077
4724000,0.077
4724100,0.077
4724200,0.077
4724300,0.077
4724400,0.077
4724500,0.077
4724600,0.077
4724700,0.077
4724800,0.077
4724900,0.077
4725000,0.077
4725100,0.077
4725200,0.077
4725300,0.077
4725400,0.077
4725500,0.077
4725600,0.077
4725700,0.077
4725800,0.077
4725900,0.077
4726000,0.077
4726100,0.077
4726200,0.077
4726300,0.077
4726400,0.077
4726500,0.077
4726600,0.077
4726700,0.077
4726800,0.077
4726900,0.077
4727000,0.077
4727100,0.077
4727200,0.077
4727300,0.077
4727400,0.077
4727500,0.077
4727600,0.077
4727700,0.077
4727800,0.077
4727900,0.077
4728000,0.077
4728100,0.077
4728200,0.077
4728300,0.077
4728400,0.077
4728500,0.077
4728600,0.077
4728700,0.077
4728800,0.077
4728900,0.077
4729000,0.077
4729100,0.077
4729200,0.077
4729300,0.077
4729400,0.077
4729500,0.077
4729600,0.077
4729700,0.077
4729800,0.077
4729900,0.077
4730000,0.077
4730100,0.077
